SNX24	XM_046905304#SNX24
ENSGALG00010029404	XM_015296054#SRR
ENSGALG00010000255	NM_001397004#ENSGALG00010000255
ENSGALG00010019650	XM_004944672#KBTBD8
ENSGALG00010006157	XM_040698454#SNX9
ENSGALG00010022325	ENSGALT00010054307#MIGA1
ENSGALG00010013143	ENSGALT00010031501#ENSGALG00010013143
ENSGALG00010024437	XM_040706780#HERC1
ENSGALG00010030109	XM_040649587#FBF1
ENSGALG00010012024	XM_040696380#UBR5
ENSGALG00010027399	XM_040648948#MAPKAP1
ENSGALG00010005688	XM_040654006#ENSGALG00010005688
ENSGALG00010021372	ENSGALT00010051789#CD86
ENSGALG00010007753	ENSGALT00010018424#PRSS23
ENSGALG00010025131	ENSGALT00010061317#SUMO1
ENSGALG00010006254	ENSGALT00010014892#PROS1
ENSGALG00010023079	ENSGALT00010056218#SLC25A16
ENSGALG00010015989	XM_040696702#ENAH
ENSGALG00010022668	XM_001234638#CCDC172
ENSGALG00010002853	ENSGALT00010006625#CEP162
ENSGALG00010027040	NM_001396663#CLIP1
ENSGALG00010024989	XM_015300280#TIMELESS
ENSGALG00010024836	NM_001282295#TXNDC12
ENSGALG00010017055	ENSGALT00010041184#GPR135
XM_025149307	XM_025149307#LOC107053041
ENSGALG00010029625	XM_004946199#PECAM1
ENSGALG00010010923	ENSGALT00010026148#F13A1
ENSGALG00010021817	XM_046944759#EVI5
ENSGALG00010017651	ENSGALT00010042650#PPCS
ENSGALG00010016918	XM_015287816#RCOR1
ENSGALG00010025806	ENSGALT00010062940#TECTA
ENSGALG00010029879	ENSGALT00010072246#ENSGALG00010029879
ENSGALG00010021905	XM_046900215#RBSN
ENSGALG00010016437	XM_040650976#FNDC11
ENSGALG00010021051	ENSGALT00010050932#GDE1
ENSGALG00010003560	XM_040699444#ADGRL3
ENSGALG00010016025	ENSGALT00010038581#PCIF1
ENSGALG00010023079	XM_421570#SLC25A16
ENSGALG00010022207	ENSGALT00010054028#ENSGALG00010022207
ENSGALG00010012673	XM_015278556#ENSGALG00010012673
ENSGALG00010010119	ENSGALT00010024063#SRPK2
ENSGALG00010018583	ENSGALT00010045017#PPL
ENSGALG00010005800	XM_025153376#FRMD4A
ENSGALG00010018311	ENSGALT00010044176#NKX2-3
ENSGALG00010002358	XM_417087#FREM2
ENSGALG00010024001	XM_046944971#ENSGALG00010024001
ENSGALG00010007374	XM_423491#CMIP
ENSGALG00010001642	XM_040648829#ENSGALG00010001642
ENSGALG00010009093	ENSGALT00010021662#SLU7
ENSGALG00010027335	ENSGALT00010066285#MAST3
ENSGALG00010004029	ENSGALT00010009313#ARL4A
ENSGALG00010016658	ENSGALT00010040164#ZAR1
ENSGALG00010001160	ENSGALT00010002646#TRMT10B
ENSGALG00010002907	ENSGALT00010006748#GABRG3
ENSGALG00010006336	ENSGALT00010015121#ALDH8A1
ENSGALG00010027648	ENSGALT00010067024#NFYA
ENSGALG00010005163	ENSGALT00010012166#GPC6
ENSGALG00010009054	XM_040698261#RYR2
ENSGALG00010013799	NM_001173522#SCRT2
ENSGALG00010022779	ENSGALT00010055382#BSND
ENSGALG00010027667	XM_046900113#PTPDC1
ENSGALG00010002518	ENSGALT00010005788#MAST1
ENSGALG00010024965	XM_046905015#STAT2
ENSGALG00010008745	ENSGALT00010020752#GRAMD4
ENSGALG00010026001	XM_015298997#ANKS1A
ENSGALG00010005081	ENSGALT00010011981#GREB1L
ENSGALG00010012760	ENSGALT00010030613#PLEKHF2
ENSGALG00010002054	XM_040704600#RSF1
ENSGALG00010016733	XM_025153594#PHC3
ENSGALG00010018977	XM_418790#NPHP3
ENSGALG00010015797	XM_015280282#PIP5K1B
ENSGALG00010015898	ENSGALT00010038313#ENSGALG00010015898
ENSGALG00010017490	XM_015294496#SCNN1B
ENSGALG00010004068	ENSGALT00010009443#ALKAL1
ENSGALG00010017711	ENSGALT00010042822#LRRFIP2
ENSGALG00010024907	ENSGALT00010060839#PHLDB1
ENSGALG00010023173	ENSGALT00010056482#ENSGALG00010023173
ENSGALG00010021035	XM_046898974#ENSGALG00010021035
ENSGALG00010010035	XM_004944808#ATP10B
ENSGALG00010017555	ENSGALT00010042437#CELA2A
ENSGALG00010018147	XM_015283525#ISM1
ENSGALG00010021113	ENSGALT00010051120#SYP
ENSGALG00010005050	XM_040654273#ENSGALG00010005050
ENSGALG00010000789	ENSGALT00010001726#ROPN1L
ENSGALG00010018027	XM_025151283#EML5
ENSGALG00010029389	ENSGALT00010071086#SMYD4
ENSGALG00010003842	ENSGALT00010008891#ENSGALG00010003842
ENSGALG00010005609	ENSGALT00010013413#GJB6
ENSGALG00010011485	XM_040700177#MTM1
ENSGALG00010027600	ENSGALT00010066861#KIRREL1
ENSGALG00010020457	ENSGALT00010049490#IL5RA
ENSGALG00010001406	ENSGALT00010003936#EML3
ENSGALG00010021171	XM_046944756#ENSGALG00010021171
ENSGALG00010018460	ENSGALT00010044645#IL1B
ENSGALG00010028895	ENSGALT00010069908#WHRN
ENSGALG00010002097	ENSGALT00010004718#PCYT1B
ENSGALG00010002592	XM_046903805#RPS6KA3
ENSGALG00010017020	ENSGALT00010041247#GJB5
ENSGALG00010027563	NM_001030916#WDR77
ENSGALG00010004951	XM_015284353#AFDN
ENSGALG00010017631	XM_015286010#NAT8L
ENSGALG00010017852	ENSGALT00010043154#LETM2
ENSGALG00010019820	XM_004941332#BBOX1
ENSGALG00010027862	ENSGALT00010067513#ENSGALG00010027862
ENSGALG00010007000	ENSGALT00010016620#LRGUK
ENSGALG00010024001	XM_015290772#ENSGALG00010024001
ENSGALG00010021020	ENSGALT00010050860#ZDHHC13
ENSGALG00010003002	ENSGALT00010007034#PHKA2
ENSGALG00010029162	ENSGALT00010070465#ELN
ENSGALG00010023273	ENSGALT00010056752#HDAC7
ENSGALG00010027993	ENSGALT00010067852#CLIC3
ENSGALG00010024688	XM_015298217#CADM1
ENSGALG00010015716	XM_015277716#MGAT4A
ENSGALG00010023666_15408	XM_015279046#MUC1
ENSGALG00010002361	ENSGALT00010005363#ENSGALG00010002361
ENSGALG00010013635	ENSGALT00010032792#BCL6
ENSGALG00010025996	XM_422620#CUL3
ENSGALG00010011118	ENSGALT00010026611#GMPR2
ENSGALG00010001694	ENSGALT00010003889#ENSGALG00010001694
ENSGALG00010024816	XM_046944275#NFIA
ENSGALG00010010946	XM_001232927#SH2D4B
ENSGALG00010008505	XM_046935370#PTPN3
ENSGALG00010010287	XM_046943655#STAM2
ENSGALG00010029657	XM_046902360#CHCHD2
ENSGALG00010002374	ENSGALT00010005457#DST
ENSGALG00010025538	XM_421072#ANO1
ENSGALG00010023642	ENSGALT00010057618#PAX6
ENSGALG00010022190	ENSGALT00010053982#ACVR1B
ENSGALG00010013753	ENSGALT00010033082#PLEKHA5
ENSGALG00010020554	ENSGALT00010049634#ZFP36L1
ENSGALG00010028460	ENSGALT00010068920#CRLF1
ENSGALG00010022804	ENSGALT00010055465#SNX19
ENSGALG00010022479	ENSGALT00010054694#ENSGALG00010022479
ENSGALG00010011982	ENSGALT00010028718#STK3
ENSGALG00010025102	ENSGALT00010061254#ARPC3
XM_040650134	XM_040650134#LOC112530078
ENSGALG00010013566	XM_430147#ENSGALG00010013566
ENSGALG00010012194	XM_040703768#LRRFIP1
ENSGALG00010020966	ENSGALT00010050679#PAPLN
ENSGALG00010018064	ENSGALT00010043695#TTC8
ENSGALG00010006472	XM_015277819#DCLK1
ENSGALG00010021978	ENSGALT00010053459#NR2C2
ENSGALG00010029782	XM_015295332#UNK
ENSGALG00010024034	XM_004942763#LRP2
XM_046942135	XM_046942135#LOC121110920
ENSGALG00010012063	XM_040655775#PTPRD
ENSGALG00010029692	XM_046902301#CRYBA1
XM_046904503	XM_046904503#LOC124417428
ENSGALG00010022969	ENSGALT00010056066#TTN
ENSGALG00010023245	XM_015299383#TANC2
ENSGALG00010021502	XM_046942868#DNAJB12
ENSGALG00010004101	XM_015284238#ARID1B
ENSGALG00010011273	ENSGALT00010026947#RUNX1T1
ENSGALG00010000628	ENSGALT00010001326#ENSGALG00010000628
ENSGALG00010017856	ENSGALT00010043167#FASTKD5
ENSGALG00010002653	ENSGALT00010006153#EIF1AX
ENSGALG00010011670	ENSGALT00010027918#TMCO6
ENSGALG00010021175	ENSGALT00010051326#IPO7
ENSGALG00010014928	ENSGALT00010035906#SUCO
ENSGALG00010001427	XM_015273347#ASB11
ENSGALG00010023967	XM_015272596#PRPH
ENSGALG00010010800	ENSGALT00010025857#BICRA
XM_046903040	XM_046903040#LOC121111956
XM_025147729	XM_025147729#LOC112531797
ENSGALG00010005881	XM_004949607#CORO2A
ENSGALG00010021226	XM_003641646#FEV
ENSGALG00010028869	XM_040649405#ADAMTS13
ENSGALG00010021141	XM_040648539#SGSM1
ENSGALG00010000800	XM_040706624#LMO7
ENSGALG00010023274	ENSGALT00010056757#ZBTB38
ENSGALG00010010548	NM_001001746#ST8SIA3
ENSGALG00010027391	XM_040652398#TPM3
ENSGALG00010016567	XM_040651985#E2F2
ENSGALG00010000075	ENSGALT00010000129#ENSGALG00010000075
ENSGALG00010006091	XM_025150459#RTKN
ENSGALG00010002433	XM_015276077#GRHL1
ENSGALG00010018750	ENSGALT00010045306#SOCS4
ENSGALG00010013241	ENSGALT00010031828#SEC24A
ENSGALG00010000741	XM_046926516#FAM105A
ENSGALG00010029181	XM_040650530#MYO19
ENSGALG00010009135	XM_040647002#TENM4
ENSGALG00010024897	ENSGALT00010060794#ADAL
ENSGALG00010018010	XM_015302420#ENSGALG00010018010
ENSGALG00010019680	ENSGALT00010047515#CCDC34
ENSGALG00010000457	XM_004934490#TPCN1
ENSGALG00010029700	ENSGALT00010071837#GGA3
ENSGALG00010024584	ENSGALT00010059968#ENSGALG00010024584
ENSGALG00010006022	ENSGALT00010014413#AFG2A
ENSGALG00010020900	ENSGALT00010050516#PDHB
ENSGALG00010013123	XM_025148994#PPFIBP1
ENSGALG00010025003	ENSGALT00010061088#ENSGALG00010025003
ENSGALG00010014199	ENSGALT00010034184#LNX1
ENSGALG00010005399	ENSGALT00010012836#NDNF
ENSGALG00010021621	ENSGALT00010052508#ZNF518A
ENSGALG00010008318	ENSGALT00010019895#ADPRH
ENSGALG00010022948	ENSGALT00010055846#PDZK1IP1
ENSGALG00010009914	XM_416692#RWDD2B
ENSGALG00010021153	ENSGALT00010051263#PTPRF
ENSGALG00010023356	ENSGALT00010056936#ENSGALG00010023356
ENSGALG00010015874	ENSGALT00010038273#CLIC4
XM_040705586	XM_004943522#SCHIP1
ENSGALG00010022698	XM_040706519#SEMA6D
ENSGALG00010004721	ENSGALT00010011009#LAMA2
ENSGALG00010005858	ENSGALT00010013994#CFAP97
ENSGALG00010023251	LOC121107404#ENSGALG00010023251
ENSGALG00010015942	ENSGALT00010038440#AP3S2
ENSGALG00010011825	XM_001234988#TAFA2
ENSGALG00010024144	XM_025152378#HNRNPA3
ENSGALG00010017004	ENSGALT00010041075#CX3CR1
ENSGALG00010012939	ENSGALT00010031059#GJA1
ENSGALG00010003754	ENSGALT00010008669#FAM110C
ENSGALG00010002340	ENSGALT00010005291#RAB23
ENSGALG00010024528	XM_025155716#TBX1
ENSGALG00010016507	ENSGALT00010039815#SPATA18
ENSGALG00010021327	ENSGALT00010051697#IGSF1
ENSGALG00010013123	XM_040697516#PPFIBP1
ENSGALG00010005224	ENSGALT00010012358#ENSGALG00010005224
ENSGALG00010008515	XM_025153804#TAFA5
ENSGALG00010029165	ENSGALT00010070480#RAC3
ENSGALG00010010369	ENSGALT00010024794#ENSGALG00010010369
ENSGALG00010003875	ENSGALT00010008972#AKAP8
ENSGALG00010021215	ENSGALT00010051435#SH3PXD2A
ENSGALG00010024646	NM_001397360#RORA
ENSGALG00010002420	ENSGALT00010005571#TMEM272
ENSGALG00010015928	ENSGALT00010038384#CAPN7
ENSGALG00010003453	XM_025150295#ENSGALG00010003453
ENSGALG00010021622	ENSGALT00010052524#PTHLH
ENSGALG00010024550	ENSGALT00010059878#KCNA10
ENSGALG00010029284	XM_040649512#CYTH1
ENSGALG00010029932	XM_040650058#RASA4B
ENSGALG00010029360	NM_205505#ACACA
ENSGALG00010017573	ENSGALT00010042469#ENSGALG00010017573
XM_040657044	XM_040657045#LOC101750635
ENSGALG00010009590	XM_015283191#ENSGALG00010009590
ENSGALG00010025832	ENSGALT00010062968#ENKD1
ENSGALG00010008039	ENSGALT00010019179#CHMP1A
ENSGALG00010024909	XM_025145573#SLC39A5
ENSGALG00010027249	ENSGALT00010066070#C2CD4C
ENSGALG00010022581	ENSGALT00010055063#TMEM125
ENSGALG00010013444	XM_046912662#OSBPL8
ENSGALG00010027150	ENSGALT00010065823#YOD1
ENSGALG00010001821	XM_040702873#HMX2
ENSGALG00010000777	ENSGALT00010001691#MYCBP2
ENSGALG00010025491	XM_004939164#ZMYND11
ENSGALG00010029340	ENSGALT00010070963#NDEL1
ENSGALG00010012753	NM_001201447#GTPBP1
ENSGALG00010008030	ENSGALT00010019155#GJA5
XM_040662349	XM_040662349#LOC426097
ENSGALG00010010062	ENSGALT00010023896#RGS7BP
ENSGALG00010027112	XM_418537#XYLB
ENSGALG00010028193	XM_046901638#BRINP1
ENSGALG00010005926	ENSGALT00010014210#NUDT5
ENSGALG00010026334	ENSGALT00010064105#ENSGALG00010026334
ENSGALG00010000760	XM_015282167#CDH10
ENSGALG00010016597	XM_015285502#FRYL
ENSGALG00010028091	ENSGALT00010068069#FPGS
ENSGALG00010011243	ENSGALT00010026842#ALX1
ENSGALG00010027417	ENSGALT00010066481#WNT2B
ENSGALG00010013338	XM_004949334#ENSGALG00010013338
ENSGALG00010017218	ENSGALT00010041508#ARHGEF33
ENSGALG00010015172	XM_421321#PPP4R3A
ENSGALG00010021665	XM_015279111#CNOT1
ENSGALG00010006291	ENSGALT00010015007#ENSGALG00010006291
ENSGALG00010014488_1955	XM_416940#ADPRHL1
ENSGALG00010015364	XM_015285398#CLOCK
ENSGALG00010025486	ENSGALT00010062213#B3GALT1
ENSGALG00010024758	XM_003641689#SPATA6
ENSGALG00010010414	ENSGALT00010024908#ENSGALG00010010414
ENSGALG00010013911	XM_025153739#TNIK
ENSGALG00010011886	ENSGALT00010028421#NTNG1
ENSGALG00010012456	XM_040699268#ENSGALG00010012456
ENSGALG00010017451	NM_001005816#GABPB1
ENSGALG00010021755	XM_046944066#ENSGALG00010021755
ENSGALG00010022173	ENSGALT00010053935#RPL23
ENSGALG00010003960	XM_040696547#ASPH
ENSGALG00010028759	ENSGALT00010069582#ENSGALG00010028759
ENSGALG00010018313	ENSGALT00010044184#MYEF2
ENSGALG00010022828	XM_015278706#PRKG1
ENSGALG00010020046	ENSGALT00010048443#BDNF
ENSGALG00010020880	ENSGALT00010050481#PXK
ENSGALG00010013667	XM_015294072#SOWAHA
XM_040656268	XM_040656268#LOC121108541
ENSGALG00010006537	ENSGALT00010015563#DRD3
ENSGALG00010019912	ENSGALT00010048100#ARG2
ENSGALG00010028739	XM_046901678#GARNL3
ENSGALG00010020537	ENSGALT00010049600#CCDC167
ENSGALG00010025256	NM_001006187#ANAPC5
ENSGALG00010009596	XM_419580#URB2
ENSGALG00010024456	XM_040646008#ENSGALG00010024456
ENSGALG00010011170	NM_001012863#RBM24
ENSGALG00010025629	NM_001396066#ST6GAL1
ENSGALG00010026936	ENSGALT00010065327#ENSGALG00010026936
XM_040653235	XM_040653235#ARHGAP23
ENSGALG00010021644	ENSGALT00010052571#TARDBP
ENSGALG00010005466	ENSGALT00010013047#LATS2
ENSGALG00010002438	XM_040676713#RARB
ENSGALG00010001104	XM_046898463#MBNL1
ENSGALG00010024001	XM_046944965#ENSGALG00010024001
ENSGALG00010027245	ENSGALT00010066056#LRIG2
ENSGALG00010007788	NM_001371549#PALM2AKAP2
XM_046941931	XM_046941931#LOC124418378
ENSGALG00010014573	NM_205253#CEBPB
ENSGALG00010000607	ENSGALT00010001289#ENSGALG00010000607
ENSGALG00010019935	ENSGALT00010048135#ENSGALG00010019935
ENSGALG00010027226	NM_205490#OPN1MSW
ENSGALG00010018004	NM_001398237#CDC42BPA
ENSGALG00010021481	XM_025151710#MICU1
ENSGALG00010026044	XM_046943897#CERKL
ENSGALG00010027775	XM_046901702#MVB12B
ENSGALG00010011549	XM_040699511#KIAA0232
ENSGALG00010026102	XM_015298721#IPO9
ENSGALG00010028346	NM_001396587#DENND1A
ENSGALG00010028189	ENSGALT00010068313#GPSM1
ENSGALG00010015621	ENSGALT00010037593#IDNK
ENSGALG00010023268	ENSGALT00010056732#KCNJ11
ENSGALG00010015364	XM_040698656#CLOCK
ENSGALG00010000821	ENSGALT00010001815#ENSGALG00010000821
ENSGALG00010013967	ENSGALT00010033493#MLLT3
ENSGALG00010021621	ENSGALT00010052502#ZNF518A
ENSGALG00010015436	ENSGALT00010037061#SLC30A9
ENSGALG00010005757	XM_046928306#ARHGAP12
ENSGALG00010012151	ENSGALT00010029156#MYRFL
ENSGALG00010013841	XM_040656046#ENSGALG00010013841
ENSGALG00010001880	XM_040687996#MTCL1
ENSGALG00010024535	XM_015298084#ENSGALG00010024535
ENSGALG00010017880	XM_040689336#CDK13
ENSGALG00010021600	ENSGALT00010052430#FMN1
ENSGALG00010027917	NM_001001460#PPARG
ENSGALG00010025289	XM_015275594#KDM2B
ENSGALG00010012024	XM_040696379#UBR5
ENSGALG00010012175	XM_040656720#PACSIN2
ENSGALG00010016967	ENSGALT00010040969#ERLEC1
ENSGALG00010017383	XM_046898507#ENSGALG00010017383
ENSGALG00010024424	ENSGALT00010059587#SAMHD1
ENSGALG00010022254	XM_040701244#ENSGALG00010022254
ENSGALG00010015131	ENSGALT00010036446#DOK5
ENSGALG00010001589	ENSGALT00010003635#EVX1
ENSGALG00010015960	NM_204760#CHRNA9
ENSGALG00010023257	ENSGALT00010056708#PAK6
ENSGALG00010011758	ENSGALT00010028122#SERPINB11
ENSGALG00010023861	XM_046901314#ENSGALG00010023861
ENSGALG00010019693	ENSGALT00010047539#HAUS2
ENSGALG00010025216	XM_418545#DPP6
ENSGALG00010027114	XM_046899761#FLNB
ENSGALG00010011212	XM_015289350#NCKAP1
ENSGALG00010025957	ENSGALT00010063293#ENSGALG00010025957
ENSGALG00010020356	XM_015301445#STX3
ENSGALG00010008151	ENSGALT00010019445#SIPA1L2
ENSGALG00010018095	ENSGALT00010043739#E4F1
XM_040647794	XM_040647794#LOC121106820
ENSGALG00010011957	ENSGALT00010028623#ENSGALG00010011957
ENSGALG00010000221	ENSGALT00010000446#TBC1D10A
ENSGALG00010024148	ENSGALT00010058892#UGGT1
ENSGALG00010004228	ENSGALT00010009874#IL21
ENSGALG00010007014_3388	ENSGALT00010016642#ENSGALG00010007014
ENSGALG00010003978	XM_046940570#ANK2
ENSGALG00010011977	NM_001030798#GATD3A
ENSGALG00010003519	ENSGALT00010008211#KCTD4
ENSGALG00010014676	XM_046902778#UBE2V1
ENSGALG00010004237	ENSGALT00010009905#RUFY3
ENSGALG00010029239	XM_046902222#RBFOX3
ENSGALG00010000196	XM_015294882#KSR2
ENSGALG00010017452	ENSGALT00010042155#ARMH4
ENSGALG00010008069	XM_046902676#DLG2
ENSGALG00010005459	ENSGALT00010013020#ZC3H12D
ENSGALG00010002337	ENSGALT00010005284#MHCY2B1
ENSGALG00010017831	NM_204863#PLEK
ENSGALG00010002835	XM_015277764#CYFIP1
ENSGALG00010008118	ENSGALT00010019354#ENSGALG00010008118
ENSGALG00010016482	XM_040701249#EML1
ENSGALG00010021512	ENSGALT00010052169#CPNE9
ENSGALG00010013123	XM_040697487#PPFIBP1
ENSGALG00010017438	ENSGALT00010042094#ADRB3
ENSGALG00010024680	NM_001199596#BRSK1
ENSGALG00010018835	ENSGALT00010045551#CAMK2B
ENSGALG00010008153	ENSGALT00010019447#SMU1
ENSGALG00010005376	XM_015301294#HTRA2
ENSGALG00010005193	ENSGALT00010012271#EPB41L2
ENSGALG00010002398	XM_040706821#ENSGALG00010002398
ENSGALG00010005800	ENSGALT00010013847#FRMD4A
ENSGALG00010018121	ENSGALT00010043824#FERMT2
ENSGALG00010002844	ENSGALT00010006580#ENSGALG00010002844
ENSGALG00010027524	ENSGALT00010066668#ENSGALG00010027524
ENSGALG00010018083	ENSGALT00010043720#PAX1
ENSGALG00010007184	XM_046902122#VGLL3
ENSGALG00010027367	ENSGALT00010066354#SEC22C
ENSGALG00010009131	ENSGALT00010021774#CDKL2
ENSGALG00010000616	ENSGALT00010001307#PSENEN
XM_040653974	XM_040653974#LOC121107804
ENSGALG00010007011	XM_040653291#HMGB1
ENSGALG00010004096	XM_040696832#COL12A1
ENSGALG00010028529	ENSGALT00010069087#GRIN1
ENSGALG00010013371	ENSGALT00010032201#FAT1
ENSGALG00010013914	XM_015280401#NRG1
ENSGALG00010009653	XM_046940627#ABLIM2
ENSGALG00010021695	XM_040701479#FNBP4
ENSGALG00010006246	XM_040699991#SUPT20H
ENSGALG00010016707	XM_040651340#KIF1B
ENSGALG00010015104	ENSGALT00010036368#CNGA2
ENSGALG00010010635	ENSGALT00010025315#ALDH9A1
ENSGALG00010011460	ENSGALT00010027428#LAMC2
ENSGALG00010016894	ENSGALT00010040771#BTBD7
ENSGALG00010018504	XM_046899111#SLCO3A1
ENSGALG00010028882	ENSGALT00010069851#ENSGALG00010028882
ENSGALG00010017632	NM_001398400#AWAT1
ENSGALG00010028505	XM_040653646#ENSGALG00010028505
ENSGALG00010018832	XM_046938127#EEPD1
ENSGALG00010023274	ENSGALT00010056769#ZBTB38
ENSGALG00010005544	NM_001364409#AQP4
ENSGALG00010024688	XM_040652172#CADM1
ENSGALG00010008391	XM_418407#ENSGALG00010008391
ENSGALG00010005194	XM_040654090#ENSGALG00010005194
ENSGALG00010024570	ENSGALT00010059943#TPM1
ENSGALG00010013809	ENSGALT00010033158#MX1
ENSGALG00010010888	XM_015284379#GNPAT
ENSGALG00010009778	XM_046939047#ENSGALG00010009778
ENSGALG00010002424	XM_046911463#CASK
ENSGALG00010022517	XM_046904958#HNRNPA1
ENSGALG00010010955	NM_001006515#GTF3C3
ENSGALG00010021110	ENSGALT00010051107#PKLR
ENSGALG00010001982	ENSGALT00010004609#DMD
XM_040646448	XM_040646448#LOC112533354
ENSGALG00010014626	XM_015291702#C2CD5
ENSGALG00010019392	XM_046942597#NIN
ENSGALG00010001791	XM_015272554#ENSGALG00010001791
ENSGALG00010013300	NM_001006156#GNPDA1
ENSGALG00010028764	XM_015280000#ARNT
ENSGALG00010008334	ENSGALT00010019944#STX17
ENSGALG00010010386	ENSGALT00010024873#PRPF40A
ENSGALG00010001546	ENSGALT00010003557#CGAS
ENSGALG00010000876	ENSGALT00010001911#KLHL1
ENSGALG00010007762	ENSGALT00010018451#SH2D4A
ENSGALG00010020657	XM_015293318#DALRD3
ENSGALG00010029603	XM_015279918#RHBDL3
ENSGALG00010005860	XM_040704928#ABI3BP
ENSGALG00010024921	ENSGALT00010060865#STRADB
ENSGALG00010011139	ENSGALT00010026640#UBASH3A
ENSGALG00010017110	XM_421405#BRF1
ENSGALG00010020272	XM_015283839#ENSGALG00010020272
ENSGALG00010017565	XM_015294769#ENSGALG00010017565
ENSGALG00010004966	ENSGALT00010011785#LAMA3
ENSGALG00010004425	XM_046917410#CREM
ENSGALG00010001166	ENSGALT00010002665#TRIM59
ENSGALG00010001951_10728	XM_040654640#LOC112530888
ENSGALG00010018347	XM_040706521#CTXN2
ENSGALG00010012194	XM_046943792#LRRFIP1
ENSGALG00010017320	XM_040700416#ENSGALG00010017320
ENSGALG00010001864	ENSGALT00010004259#ENSGALG00010001864
ENSGALG00010029581	ENSGALT00010071502#DGKE
ENSGALG00010016473	ENSGALT00010039724#RAB9B
ENSGALG00010018796	XM_015296850#PER3
ENSGALG00010028451	XM_015300140#TMEM59L
ENSGALG00010021628	ENSGALT00010052527#REC114
ENSGALG00010006063	ENSGALT00010014499#POGLUT2
ENSGALG00010023696	ENSGALT00010057745#LRRC4C
ENSGALG00010026782	ENSGALT00010064966#HOXB9
ENSGALG00010017795	XM_015297868#MACF1
ENSGALG00010027147	XM_046930794#KMT2C
ENSGALG00010007995	ENSGALT00010019060#KIAA0319
ENSGALG00010016957	ENSGALT00010040945#WNT4
ENSGALG00010014258	XM_040703962#ENSGALG00010014258
ENSGALG00010008296	ENSGALT00010019843#PALLD
ENSGALG00010007334	ENSGALT00010017486#SALL3
ENSGALG00010001280	XM_040654606#ENSGALG00010001280
ENSGALG00010020626	ENSGALT00010049783#MORN4
ENSGALG00010005902	ENSGALT00010014138#EAPP
ENSGALG00010017937	XM_421308#PTPN21
XM_015289509	XM_015289509#CCNYL1
ENSGALG00010024811	ENSGALT00010060563#NIF3L1
ENSGALG00010020781	ENSGALT00010050262#SNN
ENSGALG00010014697	ENSGALT00010035288#ENSGALG00010014697
ENSGALG00010012200	ENSGALT00010029259#GEM
ENSGALG00010001664	ENSGALT00010003805#SPAM1
ENSGALG00010016118	ENSGALT00010038778#EPRS
ENSGALG00010007898	XM_015276723#GAB1
ENSGALG00010014655	XM_040651759#FHL3
ENSGALG00010005997	ENSGALT00010014342#ENSGALG00010005997
ENSGALG00010002455	XM_015301694#NYX
ENSGALG00010019804	ENSGALT00010047821#ELFN1
ENSGALG00010005575	XM_040654364#ENSGALG00010005575
ENSGALG00010001976	ENSGALT00010004500#THRSP
ENSGALG00010028448	XM_015298615#RIT1
ENSGALG00010027319	XM_025154505#MST1R
ENSGALG00010016400	ENSGALT00010039509#ENSGALG00010016400
ENSGALG00010011663	ENSGALT00010027911#UTP20
ENSGALG00010027403	ENSGALT00010066441#ACKR2
ENSGALG00010028487	NM_204247#ENTPD8
ENSGALG00010022097	XM_415287#INPP5J
ENSGALG00010029300	XM_004946828#TEKT1
ENSGALG00010001276	ENSGALT00010002948#ENSGALG00010001276
ENSGALG00010017183	XM_025143070#NFYC
ENSGALG00010023522	ENSGALT00010057273#EMG1
ENSGALG00010030107	XM_015295613#RPTOR
ENSGALG00010024816	XM_046944301#NFIA
ENSGALG00010028913	ENSGALT00010069950#ENSGALG00010028913
ENSGALG00010021772	NM_205073#TSN
ENSGALG00010004102	XM_015282593#PCMTD1
ENSGALG00010005178	ENSGALT00010012240#EPHA5
ENSGALG00010029151	XM_415607#CYBC1
ENSGALG00010004231	XM_004939235#ARMC3
ENSGALG00010002425	XM_015274635#FDX2
ENSGALG00010013466	ENSGALT00010032437#BRAF
ENSGALG00010009096	ENSGALT00010021689#ENSGALG00010009096
ENSGALG00010013453	XM_015297534#PUM1
ENSGALG00010020981	XM_004934401#CIT
ENSGALG00010009040	NM_001199497#CRELD2
ENSGALG00010019932	XM_015289974#KALRN
ENSGALG00010013205	ENSGALT00010031703#KCNJ6
ENSGALG00010011146	ENSGALT00010026652#BMS1
ENSGALG00010005890	ENSGALT00010014094#SNX32
ENSGALG00010001803	XM_040687803#PPP4R1
ENSGALG00010016169	ENSGALT00010038861#RHOH
ENSGALG00010007871	ENSGALT00010018732#HSPA4L
ENSGALG00010022987	NM_204605#F2
ENSGALG00010008780	XM_046899692#KARS1
ENSGALG00010010146	XM_046917530#PHACTR1
ENSGALG00010013524	XM_420303#ZDHHC15
ENSGALG00010023075	ENSGALT00010056202#PKDREJ
ENSGALG00010024886	XM_040701801#ABTB2
