ENSBTAG00000017942	ENSBTAT00000056382#CRTC2
ENSBTAG00000009176	XM_059874948#ANKRD49
ENSBTAG00000003423	XM_005222213#DDX24
ENSBTAG00000032808	ENSBTAT00000117346#FASLG
ENSBTAG00000038489	ENSBTAT00000070523#DCDC2C
ENSBTAG00000064862	ENSBTAT00000131043#FOXC1
ENSBTAG00000033137	XM_024986358#PSD3
ENSBTAG00000023784	NM_001076958#TMEM88B
ENSBTAG00000016760	XM_005222417#LRRFIP2
ENSBTAG00000004813	ENSBTAT00000090094#SUSD1
ENSBTAG00000014750	ENSBTAT00000069491#EPB41L4A
ENSBTAG00000054181	ENSBTAT00000071309#ENSBTAG00000054181
ENSBTAG00000049082	XM_024982234#TEDC1
ENSBTAG00000014953	XM_015458365#ENSBTAG00000014953
ENSBTAG00000017508	ENSBTAT00000107785#CYSLTR2
ENSBTAG00000031018	XM_002694649#ENSBTAG00000031018
ENSBTAG00000006175	XM_024976577#KDM5B
ENSBTAG00000010799	XM_005206502#MYL6
ENSBTAG00000012999	ENSBTAT00000017284#PRDM4
ENSBTAG00000050329	ENSBTAT00000067082#ENSBTAG00000050329
ENSBTAG00000047274	XM_059875845#KIF21B
ENSBTAG00000015221	XM_024987430#PCCB
ENSBTAG00000021024	XM_059882760#MACF1
ENSBTAG00000064233	XM_015458457#ENSBTAG00000064233
ENSBTAG00000012736	ENSBTAT00000096467#PTRH1
ENSBTAG00000009290	ENSBTAT00000092987#FAM161A
ENSBTAG00000000581	ENSBTAT00000038166#DOCK10
ENSBTAG00000026578	ENSBTAT00000065464#ENSBTAG00000026578
ENSBTAG00000046838	ENSBTAT00000069815#DMD
ENSBTAG00000007474	NM_001102356#EIF3B
XM_059878142	XM_059878142#CUEDC1
ENSBTAG00000005456	XM_024996645#TTK
ENSBTAG00000012925	ENSBTAT00000017174#NCAPH
ENSBTAG00000008238	ENSBTAT00000046857#S100A7
ENSBTAG00000061810	ENSBTAT00000133165#ENSBTAG00000061810
ENSBTAG00000019581	ENSBTAT00000134444#PLEKHF2
ENSBTAG00000031433	ENSBTAT00000125025#TEX9
ENSBTAG00000067903	ENSBTAT00000092962#ENSBTAG00000067903
ENSBTAG00000008084	ENSBTAT00000129477#ZNF382
ENSBTAG00000014144	XM_005218625#CFAP263
ENSBTAG00000008470	ENSBTAT00000011147#MPHOSPH9
ENSBTAG00000050757	ENSBTAT00000020679#ENSBTAG00000050757
ENSBTAG00000024534	ENSBTAT00000089673#POU2F1
ENSBTAG00000061641	ENSBTAT00000122482#ENSBTAG00000061641
ENSBTAG00000012682	XM_059888509#UNC13A
XM_059891722	XM_059891722#LOC112448863
ENSBTAG00000023289	NM_001015530#SLC26A10
ENSBTAG00000012582	ENSBTAT00000061457#IARS2
ENSBTAG00000021595	XM_059876352#HIP1R
ENSBTAG00000003489	XM_059889960#IPCEF1
ENSBTAG00000002210	ENSBTAT00000002861#LAS1L
ENSBTAG00000013440	XM_059876877#RBM42
ENSBTAG00000020829	ENSBTAT00000094502#PTPRK
ENSBTAG00000009761	NM_001102213#ACTR2
ENSBTAG00000004361	ENSBTAT00000038473#ZBTB37
ENSBTAG00000018130	XM_024998302#MAP2
ENSBTAG00000005542	ENSBTAT00000053382#EPS15
ENSBTAG00000026962	XM_059886554#XPOT
ENSBTAG00000018416	ENSBTAT00000128887#CCDC42
ENSBTAG00000017832	ENSBTAT00000023706#PDK3
ENSBTAG00000055730	ENSBTAT00000090393#ENSBTAG00000055730
ENSBTAG00000011538	XM_010803929#KIF1A
ENSBTAG00000007930	ENSBTAT00000069252#NCOA6
ENSBTAG00000009624	ENSBTAT00000012674#SGSM3
XM_024977081	XM_024977081#SART3
ENSBTAG00000030482	ENSBTAT00000089495#KLK6
ENSBTAG00000004802	XM_059879397#CEP170B
ENSBTAG00000023426	ENSBTAT00000031927#FAIM
ENSBTAG00000062846	ENSBTAT00000089370#ENSBTAG00000062846
ENSBTAG00000019365	ENSBTAT00000040056#BACE1
ENSBTAG00000000518	XM_059883150#ENSBTAG00000000518
ENSBTAG00000021250	XM_002697745#RALBP1
ENSBTAG00000001745	XM_059886087#LUM
ENSBTAG00000000528	XM_005214891#MANBAL
ENSBTAG00000049441	ENSBTAT00000083996#RPL39
ENSBTAG00000002321	ENSBTAT00000131061#AMT
ENSBTAG00000051487	ENSBTAT00000076440#ENSBTAG00000051487
XM_024990940	XM_024990940#OR2A25
ENSBTAG00000018255	ENSBTAT00000100948#ACTN1
ENSBTAG00000013491	XM_024982157#EML1
XM_059888923	XM_059888923#LOC132345853
ENSBTAG00000045711	ENSBTAT00000064095#CYSRT1
ENSBTAG00000006999	NM_001206777#RYR1
ENSBTAG00000000440	NM_001098380#HSPB2
ENSBTAG00000006974	XM_059875098#PLEKHA7
ENSBTAG00000014151	ENSBTAT00000101303#RCSD1
ENSBTAG00000001906	XM_059876961#FANCA
ENSBTAG00000030548	ENSBTAT00000043127#KRT27
ENSBTAG00000002718	ENSBTAT00000114765#TINF2
ENSBTAG00000024983	ENSBTAT00000131473#FBXO47
ENSBTAG00000066017	XM_005202239#SFT2D3
ENSBTAG00000011488	ENSBTAT00000103150#PRPF8
ENSBTAG00000014171	ENSBTAT00000134557#NAPEPLD
ENSBTAG00000065150	ENSBTAT00000094646#ENSBTAG00000065150
ENSBTAG00000014824	NM_174390#MMP14
ENSBTAG00000002695	ENSBTAT00000095799#MYO1H
ENSBTAG00000058051	ENSBTAT00000123550#ENSBTAG00000058051
ENSBTAG00000000854	ENSBTAT00000080953#SEC16B
ENSBTAG00000017103	XM_024997604#MAP3K13
ENSBTAG00000016533	ENSBTAT00000087078#FOXP1
ENSBTAG00000011818	XM_005225215#COL26A1
ENSBTAG00000012158	ENSBTAT00000055912#CFAP107
ENSBTAG00000013960	NM_001102150#PSAT1
ENSBTAG00000052201	ENSBTAT00000072921#ENSBTAG00000052201
ENSBTAG00000001821	XM_024976101#PRRC2C
XM_059885062	XM_059885062#LOC112445982
XM_025001046	XM_025001046#LOC104973781
ENSBTAG00000008860	XM_059877459#RIPOR1
ENSBTAG00000004126	XM_024990132#MLF1
ENSBTAG00000001615	XM_024980407#RUNDC3A
ENSBTAG00000015053	NM_001076154#CFL2
ENSBTAG00000007778	ENSBTAT00000061517#TRPM3
ENSBTAG00000001895	ENSBTAT00000107053#PGGT1B
ENSBTAG00000006654	ENSBTAT00000096828#TANK
ENSBTAG00000059995	ENSBTAT00000090017#SHISA4
ENSBTAG00000011236	ENSBTAT00000100647#STX11
ENSBTAG00000018658	XM_059878357#TNRC6C
ENSBTAG00000026829	ENSBTAT00000128949#TMEM185B
ENSBTAG00000001400	ENSBTAT00000001839#AKT2
ENSBTAG00000066904	ENSBTAT00000117220#ENSBTAG00000066904
ENSBTAG00000047423	ENSBTAT00000065598#ERICH4
ENSBTAG00000004348	NM_001076514#MRPL21
ENSBTAG00000049156	XM_010816642#CBX4
ENSBTAG00000025920	XM_002688315#ENSBTAG00000025920
ENSBTAG00000030711	ENSBTAT00000043422#LYPD8
ENSBTAG00000045955	NM_001083710#TSSK1
ENSBTAG00000065620	ENSBTAT00000101533#ENSBTAG00000065620
ENSBTAG00000000054	ENSBTAT00000000060#SNAPC4
ENSBTAG00000039766	XM_024977642#FBRSL1
ENSBTAG00000006679	ENSBTAT00000109509#MITF
ENSBTAG00000010906	XM_024997322#RPS6KA5
ENSBTAG00000012564	ENSBTAT00000066075#KANSL1
ENSBTAG00000054563	NM_001207045#SPACA7
ENSBTAG00000008839	ENSBTAT00000121883#AMER1
ENSBTAG00000009988	ENSBTAT00000013170#SMARCB1
ENSBTAG00000020773	ENSBTAT00000075945#CTSW
ENSBTAG00000021745	ENSBTAT00000066413#RAPSN
ENSBTAG00000016462	NM_001034621#TCF4
ENSBTAG00000004564	ENSBTAT00000076435#MBNL1
ENSBTAG00000000385	XM_024976367#ZBTB18
ENSBTAG00000001659	XM_024978549#VPS4A
ENSBTAG00000019174	ENSBTAT00000135525#ZNF710
ENSBTAG00000017856	XM_002685854#TSTD1
ENSBTAG00000010492	ENSBTAT00000013862#VPS4B
ENSBTAG00000013371	ENSBTAT00000017794#RUBCNL
ENSBTAG00000040268	NM_001099193#UBE2U
ENSBTAG00000019313	XM_059882683#ZMIZ1
ENSBTAG00000001775	XM_024978012#RINL
ENSBTAG00000004014	XM_015459704#FBLN2
ENSBTAG00000005148	ENSBTAT00000070036#PTX4
ENSBTAG00000067146	NM_001389974#OR2B3
ENSBTAG00000018643	ENSBTAT00000130470#PRC1
ENSBTAG00000001874	XM_024983266#DOCK3
ENSBTAG00000016323	NM_001077992#SLC7A14
ENSBTAG00000011375	ENSBTAT00000015112#SHC3
ENSBTAG00000013917	ENSBTAT00000135042#SRCAP
ENSBTAG00000019748	ENSBTAT00000132095#TASOR
ENSBTAG00000054356	ENSBTAT00000065696#CFAP221
ENSBTAG00000010223	ENSBTAT00000111210#NTF3
ENSBTAG00000057505	ENSBTAT00000124192#ENSBTAG00000057505
ENSBTAG00000001919	ENSBTAT00000002495#ZNF652
ENSBTAG00000047628	XM_015472567#XPO7
ENSBTAG00000004940	XM_059880890#CELF4
ENSBTAG00000013905	ENSBTAT00000088496#SMC3
ENSBTAG00000017746	ENSBTAT00000118142#SLIT3
ENSBTAG00000010230	ENSBTAT00000130093#CAPN1
ENSBTAG00000018272	XM_024976747#RERE
ENSBTAG00000020837	ENSBTAT00000027769#ARHGEF16
ENSBTAG00000046544	XM_024977914#SLC7A10
ENSBTAG00000003809	XM_059876243#PLCD4
ENSBTAG00000000602	XM_005223208#RXRB
ENSBTAG00000010378	ENSBTAT00000013699#PEF1
ENSBTAG00000014377	XM_024980746#CHD3
ENSBTAG00000019947	ENSBTAT00000099021#SYT7
ENSBTAG00000050435	XM_059880045#ENSBTAG00000050435
ENSBTAG00000020174	ENSBTAT00000112910#HBS1L
ENSBTAG00000004631	ENSBTAT00000096837#KIAA0586
ENSBTAG00000000414	NM_176851#ENSBTAG00000000414
ENSBTAG00000017672	ENSBTAT00000023502#HAS1
ENSBTAG00000013378	ENSBTAT00000067526#ENSBTAG00000013378
ENSBTAG00000022188	XM_024986956#PPFIA1
ENSBTAG00000006101	XM_005203837#PSMD4
ENSBTAG00000067912	ENSBTAT00000120403#ENSBTAG00000067912
ENSBTAG00000014064	XM_059881748#FGFR2
ENSBTAG00000012900	XM_005212008#TMEM229B
ENSBTAG00000017087	ENSBTAT00000110353#TOP3A
ENSBTAG00000004075	NM_001075659#IDI1
ENSBTAG00000021433	XM_015458327#ENSBTAG00000021433
ENSBTAG00000007186	NM_001205997#ARHGAP39
ENSBTAG00000021310	ENSBTAT00000093056#COL4A4
ENSBTAG00000005915	XM_005214131#SFMBT2
ENSBTAG00000001030	XM_005218080#MTMR3
ENSBTAG00000015339	ENSBTAT00000079208#ENDOV
ENSBTAG00000016558	ENSBTAT00000113637#SPSB3
ENSBTAG00000013419	NM_001040563#HTATIP2
ENSBTAG00000002898	XM_002695630#UNC45B
LOC132346348	LOC132346348#Unnamed48
ENSBTAG00000058586	ENSBTAT00000115088#ENSBTAG00000058586
ENSBTAG00000002164	ENSBTAT00000072064#AXDND1
ENSBTAG00000054239	XM_024976732#KIF1B
ENSBTAG00000062043	ENSBTAT00000030222#ENSBTAG00000062043
ENSBTAG00000015556	NM_001075574#UBA3
ENSBTAG00000062518	ENSBTAT00000009669#PCDHB15
ENSBTAG00000062598	ENSBTAT00000126186#ENSBTAG00000062598
ENSBTAG00000008916	XM_059888174#CYFIP2
ENSBTAG00000046158	ENSBTAT00000009800#CFB
ENSBTAG00000067437	ENSBTAT00000106420#ENSBTAG00000067437
ENSBTAG00000004283	XM_024991421#PPFIBP1
ENSBTAG00000012544	ENSBTAT00000072735#IFNGR1
ENSBTAG00000002321	NM_177485#AMT
ENSBTAG00000030317	ENSBTAT00000108784#PPP1R26
ENSBTAG00000055886	ENSBTAT00000130624#ENSBTAG00000055886
ENSBTAG00000003827	XM_059874466#RIMS2
ENSBTAG00000011532	XM_002695924#MLLT6
ENSBTAG00000018999	NM_001076942#MGRN1
ENSBTAG00000025756	NM_001128501#ENSBTAG00000025756
XM_059890706	XM_015473137#SPTBN5
ENSBTAG00000044112	ENSBTAT00000112386#MSRB2
ENSBTAG00000010534	XM_024980258#MPRIP
ENSBTAG00000051948	XM_059892294#ENSBTAG00000051948
ENSBTAG00000010239	ENSBTAT00000070799#GARIN2
ENSBTAG00000001166	ENSBTAT00000001549#HSF5
ENSBTAG00000025920	ENSBTAT00000036722#ENSBTAG00000025920
ENSBTAG00000020614	XM_024998410#PRKCE
ENSBTAG00000000686	XM_059892599#NANP
ENSBTAG00000000061	ENSBTAT00000088860#PCDH7
ENSBTAG00000001156	ENSBTAT00000001538#ST3GAL1
ENSBTAG00000002362	ENSBTAT00000003055#APOLD1
ENSBTAG00000066289	ENSBTAT00000104666#NHLH1
ENSBTAG00000040103	ENSBTAT00000056660#SYT8
ENSBTAG00000069157	XM_024980640#CCL16
ENSBTAG00000021259	ENSBTAT00000093461#C2CD2
ENSBTAG00000005960	XM_010808567#EPB41L2
ENSBTAG00000027868	XM_024987489#DLG2
ENSBTAG00000012498	XM_005210162#PAX5
ENSBTAG00000014106	ENSBTAT00000097560#IPO8
ENSBTAG00000065738	ENSBTAT00000124677#ENSBTAG00000065738
ENSBTAG00000053361	XM_024990275#KLHL30
ENSBTAG00000009419	ENSBTAT00000012396#TRIM29
ENSBTAG00000016593	XM_059886637#FMNL3
ENSBTAG00000002917	XM_059885994#PRKAG2
ENSBTAG00000015126	ENSBTAT00000107241#TNIP2
ENSBTAG00000021849	XM_005205408#DUS4L
ENSBTAG00000009497	NM_001389949#OR2M16
ENSBTAG00000023623	ENSBTAT00000002518#OR7G8
ENSBTAG00000020409	ENSBTAT00000027197#SPATC1L
ENSBTAG00000002382	NM_001076881#DDX10
ENSBTAG00000015182	ENSBTAT00000119288#STARD10
ENSBTAG00000001983	ENSBTAT00000002572#SMAGP
ENSBTAG00000012890	NM_174657#SLC25A3
ENSBTAG00000001105	NM_001001440#ANXA4
ENSBTAG00000013699	ENSBTAT00000083632#TBC1D1
ENSBTAG00000003298	XM_024985498#LZTS2
ENSBTAG00000014561	NM_001034559#KIFBP
ENSBTAG00000013023	ENSBTAT00000006458#MAP4K4
ENSBTAG00000025778	ENSBTAT00000036447#EMC9
ENSBTAG00000025426	ENSBTAT00000034204#NSD1
ENSBTAG00000004956	XM_015475552#CHEK2
ENSBTAG00000020799	ENSBTAT00000072515#EXOC6B
ENSBTAG00000009474	ENSBTAT00000012471#ENSBTAG00000009474
ENSBTAG00000008173	ENSBTAT00000115511#TRIM13
ENSBTAG00000014652	ENSBTAT00000019509#TRPM8
ENSBTAG00000009157	XM_010818614#SLC35B3
ENSBTAG00000049619	ENSBTAT00000066816#GFOD1
ENSBTAG00000011534	ENSBTAT00000015322#RAMP1
ENSBTAG00000045939	ENSBTAT00000082131#ENSBTAG00000045939
ENSBTAG00000049435	ENSBTAT00000119564#ENSBTAG00000049435
ENSBTAG00000066650	ENSBTAT00000089079#ENSBTAG00000066650
ENSBTAG00000026148	ENSBTAT00000027132#ENSBTAG00000026148
ENSBTAG00000069969	ENSBTAT00000128801#ENSBTAG00000069969
ENSBTAG00000016456	ENSBTAT00000021879#CDC42BPB
ENSBTAG00000021807	XM_010805122#TAC3
ENSBTAG00000015483	ENSBTAT00000020577#CCR8
ENSBTAG00000000650	XM_059887220#TUBGCP6
ENSBTAG00000003094	ENSBTAT00000004027#SART1
ENSBTAG00000002311	ENSBTAT00000002978#REEP6
ENSBTAG00000030424	NM_001076081#CLEC1A
XM_059890755	XM_059890755#LOC101905997
ENSBTAG00000003669	XM_010807786#BNC2
ENSBTAG00000002633	ENSBTAT00000130255#SEPTIN9
ENSBTAG00000012193	XM_024977808#TTC28
ENSBTAG00000008866	ENSBTAT00000128627#GANC
ENSBTAG00000021182	XM_059885863#DOCK4
ENSBTAG00000016166	ENSBTAT00000038457#ENSBTAG00000016166
ENSBTAG00000004989	XM_059885742#IRF5
ENSBTAG00000018690	ENSBTAT00000024878#RPAP3
ENSBTAG00000012279	ENSBTAT00000067243#AASDHPPT
ENSBTAG00000005871	XM_024995579#MECOM
ENSBTAG00000004337	ENSBTAT00000094263#PDE1B
ENSBTAG00000014158	NM_001192531#CCNT2
ENSBTAG00000011487	ENSBTAT00000015267#PLEKHS1
ENSBTAG00000011340	ENSBTAT00000088214#NSL1
ENSBTAG00000069599	ENSBTAT00000110965#ENSBTAG00000069599
ENSBTAG00000067290	ENSBTAT00000089480#ENSBTAG00000067290
ENSBTAG00000038797	XM_024978819#ENSBTAG00000038797
ENSBTAG00000020329	XM_059890939#FAM161B
ENSBTAG00000046239	XM_059882006#LCOR
ENSBTAG00000060620	ENSBTAT00000115671#ENSBTAG00000060620
ENSBTAG00000065856	ENSBTAT00000097001#ENSBTAG00000065856
ENSBTAG00000010244	NM_174276#CLIC5
ENSBTAG00000009685	XM_059882254#ERI1
ENSBTAG00000020522	NM_001395499#ENSBTAG00000020522
ENSBTAG00000003353	ENSBTAT00000004354#SLC6A2
ENSBTAG00000044062	XM_010817555#RBMS3
ENSBTAG00000006745	NM_173911#FGG
ENSBTAG00000001999	ENSBTAT00000002592#NKAPD1
ENSBTAG00000023106	XM_059885351#ENSBTAG00000023106
ENSBTAG00000021078	NM_001105334#PYROXD1
ENSBTAG00000006035	ENSBTAT00000081120#PPP1R1B
ENSBTAG00000020489	XM_005209138#SEMA6A
ENSBTAG00000002011	ENSBTAT00000002605#MATCAP2
ENSBTAG00000005854	ENSBTAT00000007696#COPS8
ENSBTAG00000006479	XM_059886796#CAPN7
ENSBTAG00000001864	XM_015472564#NR4A3
ENSBTAG00000012095	ENSBTAT00000016037#GEMIN5
ENSBTAG00000020611	ENSBTAT00000027467#GLB1L
ENSBTAG00000066806	ENSBTAT00000094872#ENSBTAG00000066806
ENSBTAG00000016312	ENSBTAT00000021701#LGALS4
ENSBTAG00000013262	NM_001144085#GABRA6
ENSBTAG00000062086	ENSBTAT00000118208#ENSBTAG00000062086
ENSBTAG00000011785	ENSBTAT00000034200#WDR26
ENSBTAG00000003421	ENSBTAT00000091694#RNF40
ENSBTAG00000047249	NM_001075752#EIF4H
ENSBTAG00000012791	ENSBTAT00000016996#GATC
ENSBTAG00000019563	NM_001314055#C5H22orf23
ENSBTAG00000067755	ENSBTAT00000108253#ENSBTAG00000067755
ENSBTAG00000011189	ENSBTAT00000071156#TJAP1
ENSBTAG00000040329	ENSBTAT00000112749#HTR1D
ENSBTAG00000026813	ENSBTAT00000067400#AQP5
ENSBTAG00000045854	ENSBTAT00000064016#ENSBTAG00000045854
ENSBTAG00000021091	ENSBTAT00000045719#ANKFY1
ENSBTAG00000069941	ENSBTAT00000105356#ENSBTAG00000069941
ENSBTAG00000014172	XM_005223323#FGD2
ENSBTAG00000007280	ENSBTAT00000097752#ENSBTAG00000007280
ENSBTAG00000011620	ENSBTAT00000015432#PIGU
ENSBTAG00000016533	ENSBTAT00000074124#FOXP1
ENSBTAG00000000024	ENSBTAT00000082102#DYM
ENSBTAG00000058287	ENSBTAT00000075456#ENSBTAG00000058287
ENSBTAG00000046344	ENSBTAT00000063716#ENSBTAG00000046344
ENSBTAG00000022887	ENSBTAT00000031106#ZNF407
ENSBTAG00000054239	ENSBTAT00000119568#KIF1B
ENSBTAG00000016128	XM_059877896#GGA3
ENSBTAG00000067585	ENSBTAT00000126535#ENSBTAG00000067585
ENSBTAG00000000278	XM_002691869#RNF17
ENSBTAG00000015345	NM_001079621#BNIPL
ENSBTAG00000059654	ENSBTAT00000134609#ENSBTAG00000059654
ENSBTAG00000011172	XM_010809860#ALMS1
ENSBTAG00000004990	XM_005211432#NEO1
ENSBTAG00000003675	XM_059888482#ADGRL1
ENSBTAG00000000682	ENSBTAT00000083549#RAPGEF6
ENSBTAG00000003253	NM_174125#NPPC
ENSBTAG00000008355	XM_005215130#CPSF1
ENSBTAG00000022348	ENSBTAT00000030243#PAG3
ENSBTAG00000025931	ENSBTAT00000105157#NEU3
ENSBTAG00000047030	ENSBTAT00000064343#ENSBTAG00000047030
ENSBTAG00000013456	XM_002684836#TMEM207
ENSBTAG00000018831	ENSBTAT00000128866#DAO
ENSBTAG00000048218	XM_002691590#OR1L19
ENSBTAG00000030796	XM_005215043#WFDC10A
ENSBTAG00000000421	XM_059886839#EEA1
ENSBTAG00000010399	ENSBTAT00000084670#TXNDC16
ENSBTAG00000059552	ENSBTAT00000085967#GAL3ST1
ENSBTAG00000020371	ENSBTAT00000074004#ACOT8
ENSBTAG00000019498	XM_059877872#ITGA3
ENSBTAG00000031461	NM_001163937#SNX7
ENSBTAG00000000291	ENSBTAT00000070859#DHTKD1
ENSBTAG00000039328	XM_024986351#PURG
ENSBTAG00000007371	ENSBTAT00000090528#SCAMP1
ENSBTAG00000007003	ENSBTAT00000098340#TYMS
ENSBTAG00000009994	ENSBTAT00000061574#EML5
ENSBTAG00000004261	ENSBTAT00000005582#SPON2
ENSBTAG00000046290	ENSBTAT00000114683#PIRT
ENSBTAG00000059736	NM_001390790#OR9S43B
ENSBTAG00000060625	ENSBTAT00000096701#GJC1
ENSBTAG00000008465	XM_005216413#ACCS
ENSBTAG00000000601	XM_005223246#COL11A2
ENSBTAG00000006453	ENSBTAT00000046953#CD3G
ENSBTAG00000055861	XM_024989908#ENSBTAG00000055861
ENSBTAG00000016969	NM_001038139#ORC3
ENSBTAG00000051364	XM_024978936#ENSBTAG00000051364
ENSBTAG00000010581	XM_002696963#MAGI1
ENSBTAG00000005753	XM_024997437#PARP6
XM_024988522	XM_024988522#LOC112445041
ENSBTAG00000039702	ENSBTAT00000001279#FCRL3
ENSBTAG00000005313	ENSBTAT00000126048#EPHB3
ENSBTAG00000018790	XM_002690147#BVES
ENSBTAG00000052192	ENSBTAT00000084623#SPATA33
ENSBTAG00000015449	XM_015471683#PPEF2
ENSBTAG00000056103	ENSBTAT00000123815#ENSBTAG00000056103
ENSBTAG00000001612	ENSBTAT00000002113#LSM1
ENSBTAG00000021319	NM_001428910#MFF
ENSBTAG00000046498	ENSBTAT00000123987#SUN1
ENSBTAG00000017266	ENSBTAT00000094634#ITGA6
ENSBTAG00000019251	XM_059880869#EPB41L3
ENSBTAG00000003079	ENSBTAT00000004005#TIGD3
ENSBTAG00000032093	NM_001114522#SPINK4
ENSBTAG00000012500	ENSBTAT00000077691#RARA
ENSBTAG00000020921	NM_174587#PRKCB
ENSBTAG00000046239	XM_024985869#LCOR
ENSBTAG00000066537	ENSBTAT00000105286#ENSBTAG00000066537
ENSBTAG00000046862	ENSBTAT00000066345#MARCKSL1
ENSBTAG00000021377	XM_005203762#S100A14
ENSBTAG00000000830	ENSBTAT00000001096#GPR137B
ENSBTAG00000048649	ENSBTAT00000081118#ENSBTAG00000048649
ENSBTAG00000021219	XM_059881271#SEPTIN1
ENSBTAG00000039357	ENSBTAT00000099066#ENSBTAG00000039357
ENSBTAG00000017786	XM_024989890#FCRL6
ENSBTAG00000015662	ENSBTAT00000020801#IMPG2
ENSBTAG00000009080	ENSBTAT00000122374#ITGB6
ENSBTAG00000005340	ENSBTAT00000099000#SERGEF
ENSBTAG00000047101	ENSBTAT00000065003#CCDC177
ENSBTAG00000000042	XM_010816470#PYCR1
ENSBTAG00000013510	NM_001083476#TOR2A
ENSBTAG00000059568	ENSBTAT00000120533#ENSBTAG00000059568
ENSBTAG00000049935	ENSBTAT00000072248#ENSBTAG00000049935
ENSBTAG00000001778	ENSBTAT00000120821#NFKBIB
ENSBTAG00000039415	NM_001128504#CHMP4A
ENSBTAG00000018046	ENSBTAT00000094791#B3GNT2
ENSBTAG00000056894	ENSBTAT00000121047#ENSBTAG00000056894
ENSBTAG00000001832	NM_001192395#MRPL10
ENSBTAG00000006528	ENSBTAT00000008587#BBS9
ENSBTAG00000019692	ENSBTAT00000026248#BCL2L2
ENSBTAG00000031579	ENSBTAT00000106785#SGO2
ENSBTAG00000017310	ENSBTAT00000076182#EVA1C
ENSBTAG00000001845	XM_024985734#EPS8L3
ENSBTAG00000054058	ENSBTAT00000099690#RNF182
ENSBTAG00000069649	ENSBTAT00000103325#ENSBTAG00000069649
ENSBTAG00000049203	ENSBTAT00000085752#FBXO17
ENSBTAG00000019114	ENSBTAT00000025445#FOXB1
ENSBTAG00000001282	XM_005222080#RALGAPA1
ENSBTAG00000007545	ENSBTAT00000061006#PHLPP2
ENSBTAG00000018134	ENSBTAT00000024140#AREG
ENSBTAG00000015504	XM_024981371#ZNF131
ENSBTAG00000017024	NM_177945#PPARGC1A
ENSBTAG00000020312	XM_025001844#NCOA2
ENSBTAG00000048009	ENSBTAT00000063334#ENSBTAG00000048009
ENSBTAG00000006440	XM_002690523#IGDCC4
ENSBTAG00000012522	ENSBTAT00000133409#ZNF283
ENSBTAG00000020139	NM_001014928#ENSBTAG00000020139
ENSBTAG00000047702	ENSBTAT00000089115#NAA10
ENSBTAG00000000566	NM_001352180#CCDC14
ENSBTAG00000014828	XM_059887940#CACNA1A
ENSBTAG00000010395	ENSBTAT00000129757#DOCK9
ENSBTAG00000009372	ENSBTAT00000011140#TTC5
ENSBTAG00000061043	ENSBTAT00000092089#ENSBTAG00000061043
ENSBTAG00000018559	ENSBTAT00000076292#LYRM1
ENSBTAG00000020037	ENSBTAT00000068812#CYB5RL
ENSBTAG00000020630	NM_001076275#KCMF1
ENSBTAG00000031918	ENSBTAT00000045258#ENSBTAG00000031918
ENSBTAG00000061130	ENSBTAT00000093005#ENSBTAG00000061130
ENSBTAG00000000955	ENSBTAT00000097678#RBM41
ENSBTAG00000010178	XM_059889426#PTPRD
ENSBTAG00000059334	ENSBTAT00000133539#ENSBTAG00000059334
ENSBTAG00000007543	ENSBTAT00000106337#TAF1B
ENSBTAG00000010694	ENSBTAT00000069600#BICC1
XM_059877103	XM_059877103#LOC100140550
ENSBTAG00000013023	XM_059891673#MAP4K4
ENSBTAG00000060590	XM_005207947#ENSBTAG00000060590
ENSBTAG00000068157	ENSBTAT00000073096#ENSBTAG00000068157
ENSBTAG00000047358	ENSBTAT00000064684#HIGD1C
ENSBTAG00000020468	ENSBTAT00000073700#MICU3
ENSBTAG00000013052	XM_024985237#SDR42E2
XM_059880948	XM_059880948#ZNF24
ENSBTAG00000025540	ENSBTAT00000035929#ALKBH7
ENSBTAG00000014407	ENSBTAT00000038286#INO80D
ENSBTAG00000020042	ENSBTAT00000026699#KLHL28
ENSBTAG00000047175	ENSBTAT00000063245#GP6
ENSBTAG00000054062	ENSBTAT00000075115#CNGA3
ENSBTAG00000006707	ENSBTAT00000064114#ACSL5
ENSBTAG00000003835	NM_001045877#BMP4
ENSBTAG00000020715	ENSBTAT00000043102#PIK3C2G
ENSBTAG00000008185	ENSBTAT00000010770#RTN2
ENSBTAG00000003669	ENSBTAT00000114511#BNC2
ENSBTAG00000030855	XM_024983021#CHCHD6
ENSBTAG00000015891	ENSBTAT00000021120#NSUN4
ENSBTAG00000058231	ENSBTAT00000099161#TAL2
ENSBTAG00000046485	NM_001076233#RAB1B
ENSBTAG00000002094	ENSBTAT00000071634#ATP5MF
ENSBTAG00000010439	XM_010806638#AKAP8L
ENSBTAG00000011236	ENSBTAT00000122163#STX11
XM_059892832	XM_059892832#LOC788520
ENSBTAG00000047059	XM_002694116#TIMM17A
ENSBTAG00000000647	ENSBTAT00000000851#SELENOO
ENSBTAG00000021521	ENSBTAT00000103557#BFAR
ENSBTAG00000031473	ENSBTAT00000044591#ORC2
ENSBTAG00000019390	ENSBTAT00000025837#CA12
ENSBTAG00000040555	ENSBTAT00000056997#FBXL19
ENSBTAG00000048694	ENSBTAT00000075043#ENSBTAG00000048694
ENSBTAG00000027321	XM_059885079#CCDC18
